fpr,tpr,thresholds
0.0,0.0,inf
0.0002133560913164071,0.0,0.9910822226041968
0.0004267121826328142,0.0,0.9891594108809668
0.0004267121826328142,0.003808073115003808,0.9674830267408222
0.0006400682739492212,0.003808073115003808,0.965918601791798
0.0006400682739492212,0.00456968773800457,0.9655111262098263
0.0008534243652656284,0.00456968773800457,0.9635961102868708
0.0008534243652656284,0.006092916984006093,0.9532631281917294
0.0010667804565820354,0.006092916984006093,0.951347782255777
0.0010667804565820354,0.00913937547600914,0.9503320494202128
0.0012801365478984424,0.00913937547600914,0.9467779359812744
0.0012801365478984424,0.010662604722010662,0.9384858135398231
0.0017068487305312568,0.010662604722010662,0.9233220019476397
0.0017068487305312568,0.012185833968012186,0.9023049078660765
0.002133560913164071,0.012185833968012186,0.8965908936489148
0.002133560913164071,0.012947448591012947,0.8933814738647692
0.002560273095796885,0.012947448591012947,0.8874119369906714
0.002560273095796885,0.017517136329017517,0.8585537612096196
0.002773629187113292,0.017517136329017517,0.854732534924724
0.002773629187113292,0.01904036557501904,0.8513304907652686
0.002986985278429699,0.01904036557501904,0.8495774990829178
0.002986985278429699,0.020563594821020565,0.8437439637648231
0.0032003413697461063,0.020563594821020565,0.8407412098602504
0.0032003413697461063,0.02284843869002285,0.8364845234541104
0.0036270535523789203,0.02284843869002285,0.8296276460978249
0.0036270535523789203,0.026656511805026657,0.8159203453343995
0.004907190100277363,0.026656511805026657,0.8033161971777598
0.004907190100277363,0.0297029702970297,0.798432638627249
0.00512054619159377,0.0297029702970297,0.7913637133348105
0.00512054619159377,0.03351104341203351,0.7715878432964834
0.005333902282910177,0.03351104341203351,0.7710564298076604
0.005333902282910177,0.03427265803503427,0.7699375115276383
0.005547258374226584,0.03427265803503427,0.7685215850309137
0.005547258374226584,0.035034272658035034,0.7669762570924764
0.005973970556859398,0.035034272658035034,0.7659396098974881
0.005973970556859398,0.039603960396039604,0.7610856307465421
0.0061873266481758055,0.039603960396039604,0.7605214266015352
0.0061873266481758055,0.04036557501904037,0.759878077842667
0.006400682739492213,0.04036557501904037,0.7577926590375592
0.006400682739492213,0.041888804265041886,0.7562240345468271
0.00661403883080862,0.041888804265041886,0.7562176587802953
0.00661403883080862,0.044173648134044174,0.7514978642262848
0.006827394922125027,0.044173648134044174,0.7510649253950387
0.006827394922125027,0.0456968773800457,0.7487523113578415
0.007467463196074248,0.0456968773800457,0.7465668506088369
0.007467463196074248,0.04798172124904798,0.7407315553384793
0.007680819287390655,0.04798172124904798,0.7398880836612116
0.007680819287390655,0.04950495049504951,0.7394157390164725
0.007894175378707062,0.04950495049504951,0.7386637731166887
0.007894175378707062,0.05255140898705255,0.7348698705214016
0.008320887561339876,0.05255140898705255,0.7328189899672078
0.008320887561339876,0.055597867479055596,0.7310009584478261
0.008534243652656284,0.055597867479055596,0.7297100240856796
0.008534243652656284,0.05635948210205636,0.7286875475357134
0.00874759974397269,0.05635948210205636,0.7284034508579859
0.00874759974397269,0.057882711348057884,0.727835768209777
0.008960955835289098,0.057882711348057884,0.7275870681297234
0.008960955835289098,0.05864432597105865,0.7269648813030891
0.009387668017921912,0.05864432597105865,0.7264851108729239
0.009387668017921912,0.06321401370906321,0.7242281125148579
0.00960102410923832,0.06321401370906321,0.7241135472409101
0.00960102410923832,0.06397562833206398,0.7234815645945788
0.009814380200554727,0.06397562833206398,0.7233895765499737
0.009814380200554727,0.06473724295506474,0.7233393064965548
0.010027736291871132,0.06473724295506474,0.7230198639271757
0.010027736291871132,0.06626047220106626,0.7217166747058241
0.01024109238318754,0.06626047220106626,0.7206438006285625
0.01024109238318754,0.06854531607006854,0.7162783251351074
0.010454448474503946,0.06854531607006854,0.7160146357201412
0.010454448474503946,0.06930693069306931,0.7157634623893416
0.010667804565820354,0.06930693069306931,0.7146884071979052
0.010667804565820354,0.07692307692307693,0.7090438427487137
0.01088116065713676,0.07692307692307693,0.7083491489965611
0.01088116065713676,0.07844630616907845,0.7067416645429345
0.011094516748453168,0.07844630616907845,0.7065284773054623
0.011094516748453168,0.07996953541507996,0.705679275544119
0.011307872839769575,0.07996953541507996,0.7056506341462817
0.011307872839769575,0.08149276466108149,0.7047110413909248
0.01173458502240239,0.08149276466108149,0.7024969012006642
0.01173458502240239,0.08301599390708302,0.7024063393885033
0.011947941113718797,0.08301599390708302,0.70228199150246
0.011947941113718797,0.08377760853008377,0.7018316794684187
0.012161297205035204,0.08377760853008377,0.7017794309302298
0.012161297205035204,0.08453922315308454,0.7017576438614471
0.012588009387668018,0.08453922315308454,0.6995857993392373
0.012588009387668018,0.08606245239908607,0.6981745381957616
0.012801365478984425,0.08606245239908607,0.6980091205918618
0.012801365478984425,0.08682406702208682,0.6977522036710555
0.013014721570300833,0.08682406702208682,0.6966312641829272
0.013014721570300833,0.08834729626808835,0.6964869954153842
0.01322807766161724,0.08834729626808835,0.6964022621605981
0.01322807766161724,0.0891089108910891,0.6957947710124625
0.013441433752933647,0.0891089108910891,0.6943560825515929
0.013441433752933647,0.09520182787509521,0.6900361284922548
0.013654789844250054,0.09520182787509521,0.6896970264335002
0.013654789844250054,0.09596344249809596,0.6896590768084072
0.014294858118199274,0.09596344249809596,0.6882138804254198
0.014294858118199274,0.09748667174409749,0.6853006810097539
0.014508214209515681,0.09748667174409749,0.6850605681606281
0.014508214209515681,0.09977151561309977,0.6848044255717689
0.014721570300832088,0.09977151561309977,0.6846979075818808
0.014721570300832088,0.1051028179741051,0.6824975920971028
0.014934926392148495,0.1051028179741051,0.6820893199527854
0.014934926392148495,0.10738766184310738,0.6809591316242702
0.01536163857478131,0.10738766184310738,0.6804421643336748
0.01536163857478131,0.10814927646610815,0.6802007731314433
0.015574994666097717,0.10814927646610815,0.6788365867138384
0.015574994666097717,0.11043412033511044,0.6777131431836007
0.015788350757414124,0.11043412033511044,0.6745024124657586
0.015788350757414124,0.11271896420411272,0.672488360708961
0.01600170684873053,0.11271896420411272,0.6706058600216294
0.01600170684873053,0.115003808073115,0.6685757191038988
0.01621506294004694,0.115003808073115,0.668501541471049
0.01621506294004694,0.11652703731911652,0.667482173944102
0.016428419031363346,0.11652703731911652,0.6669040751432028
0.016428419031363346,0.1172886519421173,0.6665817020528086
0.016641775122679753,0.1172886519421173,0.6663200030887785
0.016641775122679753,0.1188118811881188,0.6644304549420651
0.01685513121399616,0.1188118811881188,0.6643479633086736
0.01685513121399616,0.11957349581111958,0.663541260217992
0.017068487305312567,0.11957349581111958,0.6613211650578856
0.017068487305312567,0.12261995430312261,0.6600513056462847
0.017921911670578196,0.12261995430312261,0.6579208936182898
0.017921911670578196,0.12566641279512566,0.6565690607909768
0.018135267761894603,0.12566641279512566,0.6563426211413258
